Level,Total,Next level,Difference
15383,"61,111,167,279,030,000","12,013,274,910,000","1,569,168,000"
15384,"61,123,180,553,940,000","12,014,844,180,000","1,569,270,000"
15385,"61,135,195,398,120,000","12,016,413,552,000","1,569,372,000"
15386,"61,147,211,811,672,000","12,017,983,026,000","1,569,474,000"
15387,"61,159,229,794,698,000","12,019,552,602,000","1,569,576,000"
15388,"61,171,249,347,300,000","12,021,122,280,000","1,569,678,000"
15389,"61,183,270,469,580,000","12,022,692,060,000","1,569,780,000"
15390,"61,195,293,161,640,000","12,024,261,942,000","1,569,882,000"
15391,"61,207,317,423,582,000","12,025,831,926,000","1,569,984,000"
15392,"61,219,343,255,508,000","12,027,402,012,000","1,570,086,000"
15393,"61,231,370,657,520,000","12,028,972,200,000","1,570,188,000"
15394,"61,243,399,629,720,000","12,030,542,490,000","1,570,290,000"
15395,"61,255,430,172,210,000","12,032,112,882,000","1,570,392,000"
15396,"61,267,462,285,092,000","12,033,683,376,000","1,570,494,000"
15397,"61,279,495,968,468,000","12,035,253,972,000","1,570,596,000"
15398,"61,291,531,222,440,000","12,036,824,670,000","1,570,698,000"
15399,"61,303,568,047,110,000","12,038,395,470,000","1,570,800,000"
15400,"61,315,606,442,580,000","12,039,966,372,000","1,570,902,000"
15401,"61,327,646,408,952,000","12,041,537,376,000","1,571,004,000"
15402,"61,339,687,946,328,000","12,043,108,482,000","1,571,106,000"
15403,"61,351,731,054,810,000","12,044,679,690,000","1,571,208,000"
15404,"61,363,775,734,500,000","12,046,251,000,000","1,571,310,000"
15405,"61,375,821,985,500,000","12,047,822,412,000","1,571,412,000"
15406,"61,387,869,807,912,000","12,049,393,926,000","1,571,514,000"
15407,"61,399,919,201,838,000","12,050,965,542,000","1,571,616,000"
15408,"61,411,970,167,380,000","12,052,537,260,000","1,571,718,000"
15409,"61,424,022,704,640,000","12,054,109,080,000","1,571,820,000"
15410,"61,436,076,813,720,000","12,055,681,002,000","1,571,922,000"
15411,"61,448,132,494,722,000","12,057,253,026,000","1,572,024,000"
15412,"61,460,189,747,748,000","12,058,825,152,000","1,572,126,000"
15413,"61,472,248,572,900,000","12,060,397,380,000","1,572,228,000"
15414,"61,484,308,970,280,000","12,061,969,710,000","1,572,330,000"
15415,"61,496,370,939,990,000","12,063,542,142,000","1,572,432,000"
15416,"61,508,434,482,132,000","12,065,114,676,000","1,572,534,000"
15417,"61,520,499,596,808,000","12,066,687,312,000","1,572,636,000"
15418,"61,532,566,284,120,000","12,068,260,050,000","1,572,738,000"
15419,"61,544,634,544,170,000","12,069,832,890,000","1,572,840,000"
15420,"61,556,704,377,060,000","12,071,405,832,000","1,572,942,000"
15421,"61,568,775,782,892,000","12,072,978,876,000","1,573,044,000"
15422,"61,580,848,761,768,000","12,074,552,022,000","1,573,146,000"
15423,"61,592,923,313,790,000","12,076,125,270,000","1,573,248,000"
15424,"61,604,999,439,060,000","12,077,698,620,000","1,573,350,000"
15425,"61,617,077,137,680,000","12,079,272,072,000","1,573,452,000"
15426,"61,629,156,409,752,000","12,080,845,626,000","1,573,554,000"
15427,"61,641,237,255,378,000","12,082,419,282,000","1,573,656,000"
15428,"61,653,319,674,660,000","12,083,993,040,000","1,573,758,000"
15429,"61,665,403,667,700,000","12,085,566,900,000","1,573,860,000"
15430,"61,677,489,234,600,000","12,087,140,862,000","1,573,962,000"
15431,"61,689,576,375,462,000","12,088,714,926,000","1,574,064,000"
15432,"61,701,665,090,388,000","12,090,289,092,000","1,574,166,000"
15433,"61,713,755,379,480,000","12,091,863,360,000","1,574,268,000"
15434,"61,725,847,242,840,000","12,093,437,730,000","1,574,370,000"
15435,"61,737,940,680,570,000","12,095,012,202,000","1,574,472,000"
15436,"61,750,035,692,772,000","12,096,586,776,000","1,574,574,000"
15437,"61,762,132,279,548,000","12,098,161,452,000","1,574,676,000"
15438,"61,774,230,441,000,000","12,099,736,230,000","1,574,778,000"
15439,"61,786,330,177,230,000","12,101,311,110,000","1,574,880,000"
15440,"61,798,431,488,340,000","12,102,886,092,000","1,574,982,000"
15441,"61,810,534,374,432,000","12,104,461,176,000","1,575,084,000"
15442,"61,822,638,835,608,000","12,106,036,362,000","1,575,186,000"
15443,"61,834,744,871,970,000","12,107,611,650,000","1,575,288,000"
15444,"61,846,852,483,620,000","12,109,187,040,000","1,575,390,000"
15445,"61,858,961,670,660,000","12,110,762,532,000","1,575,492,000"
15446,"61,871,072,433,192,000","12,112,338,126,000","1,575,594,000"
15447,"61,883,184,771,318,000","12,113,913,822,000","1,575,696,000"
15448,"61,895,298,685,140,000","12,115,489,620,000","1,575,798,000"
15449,"61,907,414,174,760,000","12,117,065,520,000","1,575,900,000"
15450,"61,919,531,240,280,000","12,118,641,522,000","1,576,002,000"
15451,"61,931,649,881,802,000","12,120,217,626,000","1,576,104,000"
15452,"61,943,770,099,428,000","12,121,793,832,000","1,576,206,000"
15453,"61,955,891,893,260,000","12,123,370,140,000","1,576,308,000"
15454,"61,968,015,263,400,000","12,124,946,550,000","1,576,410,000"
15455,"61,980,140,209,950,000","12,126,523,062,000","1,576,512,000"
15456,"61,992,266,733,012,000","12,128,099,676,000","1,576,614,000"
15457,"62,004,394,832,688,000","12,129,676,392,000","1,576,716,000"
15458,"62,016,524,509,080,000","12,131,253,210,000","1,576,818,000"
15459,"62,028,655,762,290,000","12,132,830,130,000","1,576,920,000"
15460,"62,040,788,592,420,000","12,134,407,152,000","1,577,022,000"
15461,"62,052,922,999,572,000","12,135,984,276,000","1,577,124,000"
15462,"62,065,058,983,848,000","12,137,561,502,000","1,577,226,000"
15463,"62,077,196,545,350,000","12,139,138,830,000","1,577,328,000"
15464,"62,089,335,684,180,000","12,140,716,260,000","1,577,430,000"
15465,"62,101,476,400,440,000","12,142,293,792,000","1,577,532,000"
15466,"62,113,618,694,232,000","12,143,871,426,000","1,577,634,000"
15467,"62,125,762,565,658,000","12,145,449,162,000","1,577,736,000"
15468,"62,137,908,014,820,000","12,147,027,000,000","1,577,838,000"
15469,"62,150,055,041,820,000","12,148,604,940,000","1,577,940,000"
15470,"62,162,203,646,760,000","12,150,182,982,000","1,578,042,000"
15471,"62,174,353,829,742,000","12,151,761,126,000","1,578,144,000"
15472,"62,186,505,590,868,000","12,153,339,372,000","1,578,246,000"
15473,"62,198,658,930,240,000","12,154,917,720,000","1,578,348,000"
15474,"62,210,813,847,960,000","12,156,496,170,000","1,578,450,000"
15475,"62,222,970,344,130,000","12,158,074,722,000","1,578,552,000"
15476,"62,235,128,418,852,000","12,159,653,376,000","1,578,654,000"
15477,"62,247,288,072,228,000","12,161,232,132,000","1,578,756,000"
15478,"62,259,449,304,360,000","12,162,810,990,000","1,578,858,000"
15479,"62,271,612,115,350,000","12,164,389,950,000","1,578,960,000"
15480,"62,283,776,505,300,000","12,165,969,012,000","1,579,062,000"
15481,"62,295,942,474,312,000","12,167,548,176,000","1,579,164,000"
15482,"62,308,110,022,488,000","12,169,127,442,000","1,579,266,000"
15483,"62,320,279,149,930,000","12,170,706,810,000","1,579,368,000"
15484,"62,332,449,856,740,000","12,172,286,280,000","1,579,470,000"
15485,"62,344,622,143,020,000","12,173,865,852,000","1,579,572,000"
15486,"62,356,796,008,872,000","12,175,445,526,000","1,579,674,000"
15487,"62,368,971,454,398,000","12,177,025,302,000","1,579,776,000"
15488,"62,381,148,479,700,000","12,178,605,180,000","1,579,878,000"
15489,"62,393,327,084,880,000","12,180,185,160,000","1,579,980,000"
15490,"62,405,507,270,040,000","12,181,765,242,000","1,580,082,000"
15491,"62,417,689,035,282,000","12,183,345,426,000","1,580,184,000"
15492,"62,429,872,380,708,000","12,184,925,712,000","1,580,286,000"
15493,"62,442,057,306,420,000","12,186,506,100,000","1,580,388,000"
15494,"62,454,243,812,520,000","12,188,086,590,000","1,580,490,000"
15495,"62,466,431,899,110,000","12,189,667,182,000","1,580,592,000"
15496,"62,478,621,566,292,000","12,191,247,876,000","1,580,694,000"
15497,"62,490,812,814,168,000","12,192,828,672,000","1,580,796,000"
15498,"62,503,005,642,840,000","12,194,409,570,000","1,580,898,000"
15499,"62,515,200,052,410,000","12,195,990,570,000","1,581,000,000"
15500,"62,527,396,042,980,000","12,197,571,672,000","1,581,102,000"
15501,"62,539,593,614,652,000","12,199,152,876,000","1,581,204,000"
15502,"62,551,792,767,528,000","12,200,734,182,000","1,581,306,000"
15503,"62,563,993,501,710,000","12,202,315,590,000","1,581,408,000"
15504,"62,576,195,817,300,000","12,203,897,100,000","1,581,510,000"
15505,"62,588,399,714,400,000","12,205,478,712,000","1,581,612,000"
15506,"62,600,605,193,112,000","12,207,060,426,000","1,581,714,000"
15507,"62,612,812,253,538,000","12,208,642,242,000","1,581,816,000"
15508,"62,625,020,895,780,000","12,210,224,160,000","1,581,918,000"
15509,"62,637,231,119,940,000","12,211,806,180,000","1,582,020,000"
15510,"62,649,442,926,120,000","12,213,388,302,000","1,582,122,000"
15511,"62,661,656,314,422,000","12,214,970,526,000","1,582,224,000"
15512,"62,673,871,284,948,000","12,216,552,852,000","1,582,326,000"
15513,"62,686,087,837,800,000","12,218,135,280,000","1,582,428,000"
15514,"62,698,305,973,080,000","12,219,717,810,000","1,582,530,000"
15515,"62,710,525,690,890,000","12,221,300,442,000","1,582,632,000"
15516,"62,722,746,991,332,000","12,222,883,176,000","1,582,734,000"
15517,"62,734,969,874,508,000","12,224,466,012,000","1,582,836,000"
15518,"62,747,194,340,520,000","12,226,048,950,000","1,582,938,000"
15519,"62,759,420,389,470,000","12,227,631,990,000","1,583,040,000"
15520,"62,771,648,021,460,000","12,229,215,132,000","1,583,142,000"
15521,"62,783,877,236,592,000","12,230,798,376,000","1,583,244,000"
15522,"62,796,108,034,968,000","12,232,381,722,000","1,583,346,000"
15523,"62,808,340,416,690,000","12,233,965,170,000","1,583,448,000"
15524,"62,820,574,381,860,000","12,235,548,720,000","1,583,550,000"
15525,"62,832,809,930,580,000","12,237,132,372,000","1,583,652,000"
15526,"62,845,047,062,952,000","12,238,716,126,000","1,583,754,000"
15527,"62,857,285,779,078,000","12,240,299,982,000","1,583,856,000"
15528,"62,869,526,079,060,000","12,241,883,940,000","1,583,958,000"
15529,"62,881,767,963,000,000","12,243,468,000,000","1,584,060,000"
15530,"62,894,011,431,000,000","12,245,052,162,000","1,584,162,000"
15531,"62,906,256,483,162,000","12,246,636,426,000","1,584,264,000"
15532,"62,918,503,119,588,000","12,248,220,792,000","1,584,366,000"
15533,"62,930,751,340,380,000","12,249,805,260,000","1,584,468,000"
15534,"62,943,001,145,640,000","12,251,389,830,000","1,584,570,000"
15535,"62,955,252,535,470,000","12,252,974,502,000","1,584,672,000"
15536,"62,967,505,509,972,000","12,254,559,276,000","1,584,774,000"
15537,"62,979,760,069,248,000","12,256,144,152,000","1,584,876,000"
15538,"62,992,016,213,400,000","12,257,729,130,000","1,584,978,000"
15539,"63,004,273,942,530,000","12,259,314,210,000","1,585,080,000"
15540,"63,016,533,256,740,000","12,260,899,392,000","1,585,182,000"
15541,"63,028,794,156,132,000","12,262,484,676,000","1,585,284,000"
15542,"63,041,056,640,808,000","12,264,070,062,000","1,585,386,000"
15543,"63,053,320,710,870,000","12,265,655,550,000","1,585,488,000"
15544,"63,065,586,366,420,000","12,267,241,140,000","1,585,590,000"
15545,"63,077,853,607,560,000","12,268,826,832,000","1,585,692,000"
15546,"63,090,122,434,392,000","12,270,412,626,000","1,585,794,000"
15547,"63,102,392,847,018,000","12,271,998,522,000","1,585,896,000"
15548,"63,114,664,845,540,000","12,273,584,520,000","1,585,998,000"
15549,"63,126,938,430,060,000","12,275,170,620,000","1,586,100,000"
15550,"63,139,213,600,680,000","12,276,756,822,000","1,586,202,000"
15551,"63,151,490,357,502,000","12,278,343,126,000","1,586,304,000"
15552,"63,163,768,700,628,000","12,279,929,532,000","1,586,406,000"
15553,"63,176,048,630,160,000","12,281,516,040,000","1,586,508,000"
15554,"63,188,330,146,200,000","12,283,102,650,000","1,586,610,000"
15555,"63,200,613,248,850,000","12,284,689,362,000","1,586,712,000"
15556,"63,212,897,938,212,000","12,286,276,176,000","1,586,814,000"
15557,"63,225,184,214,388,000","12,287,863,092,000","1,586,916,000"
15558,"63,237,472,077,480,000","12,289,450,110,000","1,587,018,000"
15559,"63,249,761,527,590,000","12,291,037,230,000","1,587,120,000"
15560,"63,262,052,564,820,000","12,292,624,452,000","1,587,222,000"
15561,"63,274,345,189,272,000","12,294,211,776,000","1,587,324,000"
15562,"63,286,639,401,048,000","12,295,799,202,000","1,587,426,000"
15563,"63,298,935,200,250,000","12,297,386,730,000","1,587,528,000"
15564,"63,311,232,586,980,000","12,298,974,360,000","1,587,630,000"
15565,"63,323,531,561,340,000","12,300,562,092,000","1,587,732,000"
15566,"63,335,832,123,432,000","12,302,149,926,000","1,587,834,000"
15567,"63,348,134,273,358,000","12,303,737,862,000","1,587,936,000"
15568,"63,360,438,011,220,000","12,305,325,900,000","1,588,038,000"
15569,"63,372,743,337,120,000","12,306,914,040,000","1,588,140,000"
15570,"63,385,050,251,160,000","12,308,502,282,000","1,588,242,000"
15571,"63,397,358,753,442,000","12,310,090,626,000","1,588,344,000"
15572,"63,409,668,844,068,000","12,311,679,072,000","1,588,446,000"
15573,"63,421,980,523,140,000","12,313,267,620,000","1,588,548,000"
15574,"63,434,293,790,760,000","12,314,856,270,000","1,588,650,000"
15575,"63,446,608,647,030,000","12,316,445,022,000","1,588,752,000"
15576,"63,458,925,092,052,000","12,318,033,876,000","1,588,854,000"
15577,"63,471,243,125,928,000","12,319,622,832,000","1,588,956,000"
15578,"63,483,562,748,760,000","12,321,211,890,000","1,589,058,000"
15579,"63,495,883,960,650,000","12,322,801,050,000","1,589,160,000"
15580,"63,508,206,761,700,000","12,324,390,312,000","1,589,262,000"
15581,"63,520,531,152,012,000","12,325,979,676,000","1,589,364,000"
15582,"63,532,857,131,688,000","12,327,569,142,000","1,589,466,000"
15583,"63,545,184,700,830,000","12,329,158,710,000","1,589,568,000"
15584,"63,557,513,859,540,000","12,330,748,380,000","1,589,670,000"
15585,"63,569,844,607,920,000","12,332,338,152,000","1,589,772,000"
15586,"63,582,176,946,072,000","12,333,928,026,000","1,589,874,000"
15587,"63,594,510,874,098,000","12,335,518,002,000","1,589,976,000"
15588,"63,606,846,392,100,000","12,337,108,080,000","1,590,078,000"
15589,"63,619,183,500,180,000","12,338,698,260,000","1,590,180,000"
15590,"63,631,522,198,440,000","12,340,288,542,000","1,590,282,000"
15591,"63,643,862,486,982,000","12,341,878,926,000","1,590,384,000"
15592,"63,656,204,365,908,000","12,343,469,412,000","1,590,486,000"
15593,"63,668,547,835,320,000","12,345,060,000,000","1,590,588,000"
15594,"63,680,892,895,320,000","12,346,650,690,000","1,590,690,000"
15595,"63,693,239,546,010,000","12,348,241,482,000","1,590,792,000"
15596,"63,705,587,787,492,000","12,349,832,376,000","1,590,894,000"
15597,"63,717,937,619,868,000","12,351,423,372,000","1,590,996,000"
15598,"63,730,289,043,240,000","12,353,014,470,000","1,591,098,000"
15599,"63,742,642,057,710,000","12,354,605,670,000","1,591,200,000"
15600,"63,754,996,663,380,000","12,356,196,972,000","1,591,302,000"
15601,"63,767,352,860,352,000","12,357,788,376,000","1,591,404,000"
15602,"63,779,710,648,728,000","12,359,379,882,000","1,591,506,000"
15603,"63,792,070,028,610,000","12,360,971,490,000","1,591,608,000"
15604,"63,804,431,000,100,000","12,362,563,200,000","1,591,710,000"
15605,"63,816,793,563,300,000","12,364,155,012,000","1,591,812,000"
15606,"63,829,157,718,312,000","12,365,746,926,000","1,591,914,000"
15607,"63,841,523,465,238,000","12,367,338,942,000","1,592,016,000"
15608,"63,853,890,804,180,000","12,368,931,060,000","1,592,118,000"
15609,"63,866,259,735,240,000","12,370,523,280,000","1,592,220,000"
15610,"63,878,630,258,520,000","12,372,115,602,000","1,592,322,000"
15611,"63,891,002,374,122,000","12,373,708,026,000","1,592,424,000"
15612,"63,903,376,082,148,000","12,375,300,552,000","1,592,526,000"
15613,"63,915,751,382,700,000","12,376,893,180,000","1,592,628,000"
15614,"63,928,128,275,880,000","12,378,485,910,000","1,592,730,000"
15615,"63,940,506,761,790,000","12,380,078,742,000","1,592,832,000"
15616,"63,952,886,840,532,000","12,381,671,676,000","1,592,934,000"
15617,"63,965,268,512,208,000","12,383,264,712,000","1,593,036,000"
15618,"63,977,651,776,920,000","12,384,857,850,000","1,593,138,000"
15619,"63,990,036,634,770,000","12,386,451,090,000","1,593,240,000"
15620,"64,002,423,085,860,000","12,388,044,432,000","1,593,342,000"
15621,"64,014,811,130,292,000","12,389,637,876,000","1,593,444,000"
15622,"64,027,200,768,168,000","12,391,231,422,000","1,593,546,000"
15623,"64,039,591,999,590,000","12,392,825,070,000","1,593,648,000"
15624,"64,051,984,824,660,000","12,394,418,820,000","1,593,750,000"
15625,"64,064,379,243,480,000","12,396,012,672,000","1,593,852,000"
15626,"64,076,775,256,152,000","12,397,606,626,000","1,593,954,000"
15627,"64,089,172,862,778,000","12,399,200,682,000","1,594,056,000"
15628,"64,101,572,063,460,000","12,400,794,840,000","1,594,158,000"
15629,"64,113,972,858,300,000","12,402,389,100,000","1,594,260,000"
15630,"64,126,375,247,400,000","12,403,983,462,000","1,594,362,000"
15631,"64,138,779,230,862,000","12,405,577,926,000","1,594,464,000"
15632,"64,151,184,808,788,000","12,407,172,492,000","1,594,566,000"
15633,"64,163,591,981,280,000","12,408,767,160,000","1,594,668,000"
15634,"64,176,000,748,440,000","12,410,361,930,000","1,594,770,000"
15635,"64,188,411,110,370,000","12,411,956,802,000","1,594,872,000"
15636,"64,200,823,067,172,000","12,413,551,776,000","1,594,974,000"
15637,"64,213,236,618,948,000","12,415,146,852,000","1,595,076,000"
15638,"64,225,651,765,800,000","12,416,742,030,000","1,595,178,000"
15639,"64,238,068,507,830,000","12,418,337,310,000","1,595,280,000"
15640,"64,250,486,845,140,000","12,419,932,692,000","1,595,382,000"
15641,"64,262,906,777,832,000","12,421,528,176,000","1,595,484,000"
15642,"64,275,328,306,008,000","12,423,123,762,000","1,595,586,000"
15643,"64,287,751,429,770,000","12,424,719,450,000","1,595,688,000"
15644,"64,300,176,149,220,000","12,426,315,240,000","1,595,790,000"
15645,"64,312,602,464,460,000","12,427,911,132,000","1,595,892,000"
15646,"64,325,030,375,592,000","12,429,507,126,000","1,595,994,000"
15647,"64,337,459,882,718,000","12,431,103,222,000","1,596,096,000"
15648,"64,349,890,985,940,000","12,432,699,420,000","1,596,198,000"
15649,"64,362,323,685,360,000","12,434,295,720,000","1,596,300,000"
15650,"64,374,757,981,080,000","12,435,892,122,000","1,596,402,000"
15651,"64,387,193,873,202,000","12,437,488,626,000","1,596,504,000"
15652,"64,399,631,361,828,000","12,439,085,232,000","1,596,606,000"
15653,"64,412,070,447,060,000","12,440,681,940,000","1,596,708,000"
15654,"64,424,511,129,000,000","12,442,278,750,000","1,596,810,000"
15655,"64,436,953,407,750,000","12,443,875,662,000","1,596,912,000"
15656,"64,449,397,283,412,000","12,445,472,676,000","1,597,014,000"
15657,"64,461,842,756,088,000","12,447,069,792,000","1,597,116,000"
15658,"64,474,289,825,880,000","12,448,667,010,000","1,597,218,000"
15659,"64,486,738,492,890,000","12,450,264,330,000","1,597,320,000"
15660,"64,499,188,757,220,000","12,451,861,752,000","1,597,422,000"
15661,"64,511,640,618,972,000","12,453,459,276,000","1,597,524,000"
15662,"64,524,094,078,248,000","12,455,056,902,000","1,597,626,000"
15663,"64,536,549,135,150,000","12,456,654,630,000","1,597,728,000"
15664,"64,549,005,789,780,000","12,458,252,460,000","1,597,830,000"
15665,"64,561,464,042,240,000","12,459,850,392,000","1,597,932,000"
15666,"64,573,923,892,632,000","12,461,448,426,000","1,598,034,000"
15667,"64,586,385,341,058,000","12,463,046,562,000","1,598,136,000"
15668,"64,598,848,387,620,000","12,464,644,800,000","1,598,238,000"
15669,"64,611,313,032,420,000","12,466,243,140,000","1,598,340,000"
15670,"64,623,779,275,560,000","12,467,841,582,000","1,598,442,000"
15671,"64,636,247,117,142,000","12,469,440,126,000","1,598,544,000"
15672,"64,648,716,557,268,000","12,471,038,772,000","1,598,646,000"
15673,"64,661,187,596,040,000","12,472,637,520,000","1,598,748,000"
15674,"64,673,660,233,560,000","12,474,236,370,000","1,598,850,000"
15675,"64,686,134,469,930,000","12,475,835,322,000","1,598,952,000"
15676,"64,698,610,305,252,000","12,477,434,376,000","1,599,054,000"
15677,"64,711,087,739,628,000","12,479,033,532,000","1,599,156,000"
15678,"64,723,566,773,160,000","12,480,632,790,000","1,599,258,000"
15679,"64,736,047,405,950,000","12,482,232,150,000","1,599,360,000"
15680,"64,748,529,638,100,000","12,483,831,612,000","1,599,462,000"
15681,"64,761,013,469,712,000","12,485,431,176,000","1,599,564,000"
15682,"64,773,498,900,888,000","12,487,030,842,000","1,599,666,000"
15683,"64,785,985,931,730,000","12,488,630,610,000","1,599,768,000"
15684,"64,798,474,562,340,000","12,490,230,480,000","1,599,870,000"
15685,"64,810,964,792,820,000","12,491,830,452,000","1,599,972,000"
15686,"64,823,456,623,272,000","12,493,430,526,000","1,600,074,000"
15687,"64,835,950,053,798,000","12,495,030,702,000","1,600,176,000"
15688,"64,848,445,084,500,000","12,496,630,980,000","1,600,278,000"
15689,"64,860,941,715,480,000","12,498,231,360,000","1,600,380,000"
15690,"64,873,439,946,840,000","12,499,831,842,000","1,600,482,000"
15691,"64,885,939,778,682,000","12,501,432,426,000","1,600,584,000"
15692,"64,898,441,211,108,000","12,503,033,112,000","1,600,686,000"
15693,"64,910,944,244,220,000","12,504,633,900,000","1,600,788,000"
15694,"64,923,448,878,120,000","12,506,234,790,000","1,600,890,000"
15695,"64,935,955,112,910,000","12,507,835,782,000","1,600,992,000"
15696,"64,948,462,948,692,000","12,509,436,876,000","1,601,094,000"
15697,"64,960,972,385,568,000","12,511,038,072,000","1,601,196,000"
15698,"64,973,483,423,640,000","12,512,639,370,000","1,601,298,000"
15699,"64,985,996,063,010,000","12,514,240,770,000","1,601,400,000"
15700,"64,998,510,303,780,000","12,515,842,272,000","1,601,502,000"
15701,"65,011,026,146,052,000","12,517,443,876,000","1,601,604,000"
15702,"65,023,543,589,928,000","12,519,045,582,000","1,601,706,000"
15703,"65,036,062,635,510,000","12,520,647,390,000","1,601,808,000"
15704,"65,048,583,282,900,000","12,522,249,300,000","1,601,910,000"
15705,"65,061,105,532,200,000","12,523,851,312,000","1,602,012,000"
15706,"65,073,629,383,512,000","12,525,453,426,000","1,602,114,000"
15707,"65,086,154,836,938,000","12,527,055,642,000","1,602,216,000"
15708,"65,098,681,892,580,000","12,528,657,960,000","1,602,318,000"
15709,"65,111,210,550,540,000","12,530,260,380,000","1,602,420,000"
15710,"65,123,740,810,920,000","12,531,862,902,000","1,602,522,000"
15711,"65,136,272,673,822,000","12,533,465,526,000","1,602,624,000"
15712,"65,148,806,139,348,000","12,535,068,252,000","1,602,726,000"
15713,"65,161,341,207,600,000","12,536,671,080,000","1,602,828,000"
15714,"65,173,877,878,680,000","12,538,274,010,000","1,602,930,000"
15715,"65,186,416,152,690,000","12,539,877,042,000","1,603,032,000"
15716,"65,198,956,029,732,000","12,541,480,176,000","1,603,134,000"
15717,"65,211,497,509,908,000","12,543,083,412,000","1,603,236,000"
15718,"65,224,040,593,320,000","12,544,686,750,000","1,603,338,000"
15719,"65,236,585,280,070,000","12,546,290,190,000","1,603,440,000"
15720,"65,249,131,570,260,000","12,547,893,732,000","1,603,542,000"
15721,"65,261,679,463,992,000","12,549,497,376,000","1,603,644,000"
15722,"65,274,228,961,368,000","12,551,101,122,000","1,603,746,000"
15723,"65,286,780,062,490,000","12,552,704,970,000","1,603,848,000"
15724,"65,299,332,767,460,000","12,554,308,920,000","1,603,950,000"
15725,"65,311,887,076,380,000","12,555,912,972,000","1,604,052,000"
15726,"65,324,442,989,352,000","12,557,517,126,000","1,604,154,000"
15727,"65,337,000,506,478,000","12,559,121,382,000","1,604,256,000"
15728,"65,349,559,627,860,000","12,560,725,740,000","1,604,358,000"
15729,"65,362,120,353,600,000","12,562,330,200,000","1,604,460,000"
15730,"65,374,682,683,800,000","12,563,934,762,000","1,604,562,000"
15731,"65,387,246,618,562,000","12,565,539,426,000","1,604,664,000"
15732,"65,399,812,157,988,000","12,567,144,192,000","1,604,766,000"
15733,"65,412,379,302,180,000","12,568,749,060,000","1,604,868,000"
15734,"65,424,948,051,240,000","12,570,354,030,000","1,604,970,000"
15735,"65,437,518,405,270,000","12,571,959,102,000","1,605,072,000"
15736,"65,450,090,364,372,000","12,573,564,276,000","1,605,174,000"
15737,"65,462,663,928,648,000","12,575,169,552,000","1,605,276,000"
15738,"65,475,239,098,200,000","12,576,774,930,000","1,605,378,000"
15739,"65,487,815,873,130,000","12,578,380,410,000","1,605,480,000"
15740,"65,500,394,253,540,000","12,579,985,992,000","1,605,582,000"
15741,"65,512,974,239,532,000","12,581,591,676,000","1,605,684,000"
15742,"65,525,555,831,208,000","12,583,197,462,000","1,605,786,000"
15743,"65,538,139,028,670,000","12,584,803,350,000","1,605,888,000"
15744,"65,550,723,832,020,000","12,586,409,340,000","1,605,990,000"
15745,"65,563,310,241,360,000","12,588,015,432,000","1,606,092,000"
15746,"65,575,898,256,792,000","12,589,621,626,000","1,606,194,000"
15747,"65,588,487,878,418,000","12,591,227,922,000","1,606,296,000"
15748,"65,601,079,106,340,000","12,592,834,320,000","1,606,398,000"
15749,"65,613,671,940,660,000","12,594,440,820,000","1,606,500,000"
15750,"65,626,266,381,480,000","12,596,047,422,000","1,606,602,000"
15751,"65,638,862,428,902,000","12,597,654,126,000","1,606,704,000"
15752,"65,651,460,083,028,000","12,599,260,932,000","1,606,806,000"
15753,"65,664,059,343,960,000","12,600,867,840,000","1,606,908,000"
15754,"65,676,660,211,800,000","12,602,474,850,000","1,607,010,000"
15755,"65,689,262,686,650,000","12,604,081,962,000","1,607,112,000"
15756,"65,701,866,768,612,000","12,605,689,176,000","1,607,214,000"
15757,"65,714,472,457,788,000","12,607,296,492,000","1,607,316,000"
15758,"65,727,079,754,280,000","12,608,903,910,000","1,607,418,000"
15759,"65,739,688,658,190,000","12,610,511,430,000","1,607,520,000"
15760,"65,752,299,169,620,000","12,612,119,052,000","1,607,622,000"
15761,"65,764,911,288,672,000","12,613,726,776,000","1,607,724,000"
15762,"65,777,525,015,448,000","12,615,334,602,000","1,607,826,000"
15763,"65,790,140,350,050,000","12,616,942,530,000","1,607,928,000"
15764,"65,802,757,292,580,000","12,618,550,560,000","1,608,030,000"
15765,"65,815,375,843,140,000","12,620,158,692,000","1,608,132,000"
15766,"65,827,996,001,832,000","12,621,766,926,000","1,608,234,000"
15767,"65,840,617,768,758,000","12,623,375,262,000","1,608,336,000"
15768,"65,853,241,144,020,000","12,624,983,700,000","1,608,438,000"
15769,"65,865,866,127,720,000","12,626,592,240,000","1,608,540,000"
15770,"65,878,492,719,960,000","12,628,200,882,000","1,608,642,000"
15771,"65,891,120,920,842,000","12,629,809,626,000","1,608,744,000"
15772,"65,903,750,730,468,000","12,631,418,472,000","1,608,846,000"
15773,"65,916,382,148,940,000","12,633,027,420,000","1,608,948,000"
15774,"65,929,015,176,360,000","12,634,636,470,000","1,609,050,000"
15775,"65,941,649,812,830,000","12,636,245,622,000","1,609,152,000"
15776,"65,954,286,058,452,000","12,637,854,876,000","1,609,254,000"
15777,"65,966,923,913,328,000","12,639,464,232,000","1,609,356,000"
15778,"65,979,563,377,560,000","12,641,073,690,000","1,609,458,000"
15779,"65,992,204,451,250,000","12,642,683,250,000","1,609,560,000"
15780,"66,004,847,134,500,000","12,644,292,912,000","1,609,662,000"
15781,"66,017,491,427,412,000","12,645,902,676,000","1,609,764,000"
